0.940125,-40.088,-42.5754,-40.3299,-42.4463,-47.1536,-39.3811,-58.9076,-46.9049,
0.9602,-40.088,-42.5754,-40.3299,-42.4463,-47.1536,-39.3811,-58.9076,-46.9049,
0.980184,-40.088,-42.5754,-40.3299,-42.4463,-47.1536,-39.3811,-58.9076,-46.9049,
1.00019,-40.088,-42.5754,-40.3299,-42.4463,-47.1536,-39.3811,-58.9076,-46.9049,
1.02009,-40.088,-42.5754,-40.3299,-42.4463,-47.1536,-39.3811,-58.9076,-46.9049,
1.04009,-40.088,-42.5754,-40.3299,-42.4463,-47.1536,-39.3811,-58.9076,-46.9049,
1.06009,-40.088,-42.5754,-40.3299,-42.4463,-47.1536,-39.3811,-58.9076,-46.9049,
1.08045,-40.088,-42.5754,-40.3299,-42.4463,-47.1536,-39.3811,-58.9076,-46.9049,
1.1001,-40.088,-42.5754,-40.3299,-42.4463,-47.1536,-39.3811,-58.9076,-46.9049,
1.12009,-40.088,-42.5754,-40.3299,-42.4463,-47.1536,-39.3811,-58.9076,-46.9049,
1.14018,-40.088,-42.5754,-40.3299,-42.4463,-47.1536,-39.3811,-58.9076,-46.9049,
1.16008,-40.088,-42.5754,-40.3299,-42.4463,-47.1536,-39.3811,-58.9076,-46.9049,
1.1801,-40.088,-42.5754,-40.3299,-42.4463,-47.1536,-39.3811,-58.9076,-46.9049,
1.20008,-40.088,-42.5754,-40.3299,-42.4463,-47.1536,-39.3811,-58.9076,-46.9049,
1.22008,-40.088,-42.5754,-40.3299,-42.4463,-47.1536,-39.3811,-58.9076,-46.9049,
1.24008,-40.088,-42.5754,-40.3299,-42.4463,-47.1536,-39.3811,-58.9076,-46.9049,
1.26008,-40.088,-42.5754,-40.3299,-42.4463,-47.1536,-39.3811,-58.9076,-46.9049,
1.28009,-40.088,-42.5754,-40.3299,-42.4463,-47.1536,-39.3811,-58.9076,-46.9049,
1.30009,-40.088,-42.5754,-40.3299,-42.4463,-47.1536,-39.3811,-58.9076,-46.9049,
1.32015,-40.088,-42.5754,-40.3299,-42.4463,-47.1536,-39.3811,-58.9076,-46.9049,
1.34008,-40.088,-42.5754,-40.3299,-42.4463,-47.1536,-39.3811,-58.9076,-46.9049,
1.36008,-40.088,-42.5754,-40.3299,-42.4463,-47.1536,-39.3811,-58.9076,-46.9049,
1.38008,-40.088,-42.5754,-40.3299,-42.4463,-47.1536,-39.3811,-58.9076,-46.9049,
