0.940185,-59.7566,-62.7617,-56.529,-56.9718,-45.137,-44.1996,-82.7242,-74.9139,-89.8984,-100,-60.1467,-62.2245,-43.2885,-51.895,-42.9896,-49.9308,-82.0664,-79.2822,-36.1997,-100,-100,705.488,-100,-100,-100,-100,-100,-100,-80.1933,-73.5587,-100,-100,0.940185
0.960112,-59.7566,-62.7617,-56.529,-56.9718,-45.137,-44.1996,-82.7242,-74.9139,-89.8984,-100,-60.1467,-62.2245,-43.2885,-51.895,-42.9896,-49.9308,-82.0664,-79.2822,-36.1997,-100,-100,0,-100,-100,-100,-100,-100,-100,-80.1933,-73.5587,-100,-100,0.960112
0.980094,-59.7566,-62.7617,-56.529,-56.9718,-45.137,-44.1996,-82.7242,-74.9139,-89.8984,-100,-60.1467,-62.2245,-43.2885,-51.895,-42.9896,-49.9308,-82.0664,-79.2822,-36.1997,-100,-100,1.58347e-43,-100,-100,-100,-100,-100,-100,-80.1933,-73.5587,-100,-100,0.980094
1.0001,-59.7566,-62.7617,-56.529,-56.9718,-45.137,-44.1996,-82.7242,-74.9139,-89.8984,-100,-60.1467,-62.2245,-43.2885,-51.895,-42.9896,-49.9308,-82.0664,-79.2822,-36.1997,-100,-100,9.14621e-38,-100,-100,-100,-100,-100,-100,-80.1933,-73.5587,-100,-100,1.0001
1.02009,-59.7566,-62.7617,-56.529,-56.9718,-45.137,-44.1996,-82.7242,-74.9139,-89.8984,-100,-60.1467,-62.2245,-43.2885,-51.895,-42.9896,-49.9308,-82.0664,-79.2822,-36.1997,-100,-100,9.14621e-38,-100,-100,-100,-100,-100,-100,-80.1933,-73.5587,-100,-100,1.02009
1.04013,-59.7566,-62.7617,-56.529,-56.9718,-45.137,-44.1996,-82.7242,-74.9139,-89.8984,-100,-60.1467,-62.2245,-43.2885,-51.895,-42.9896,-49.9308,-82.0664,-79.2822,-36.1997,-100,-100,9.14621e-38,-100,-100,-100,-100,-100,-100,-80.1933,-73.5587,-100,-100,1.04013
1.06012,-59.7566,-62.7617,-56.529,-56.9718,-45.137,-44.1996,-82.7242,-74.9139,-89.8984,-100,-60.1467,-62.2245,-43.2885,-51.895,-42.9896,-49.9308,-82.0664,-79.2822,-36.1997,-100,-100,9.14621e-38,-100,-100,-100,-100,-100,-100,-80.1933,-73.5587,-100,-100,1.06012
1.0801,-59.7566,-62.7617,-56.529,-56.9718,-45.137,-44.1996,-82.7242,-74.9139,-89.8984,-100,-60.1467,-62.2245,-43.2885,-51.895,-42.9896,-49.9308,-82.0664,-79.2822,-36.1997,-100,-100,9.14621e-38,-100,-100,-100,-100,-100,-100,-80.1933,-73.5587,-100,-100,1.0801
1.10009,-59.7566,-62.7617,-56.529,-56.9718,-45.137,-44.1996,-82.7242,-74.9139,-89.8984,-100,-60.1467,-62.2245,-43.2885,-51.895,-42.9896,-49.9308,-82.0664,-79.2822,-36.1997,-100,-100,9.52855e-41,-100,-100,-100,-100,-100,-100,-80.1933,-73.5587,-100,-100,1.10009
1.12009,-59.7566,-62.7617,-56.529,-56.9718,-45.137,-44.1996,-82.7242,-74.9139,-89.8984,-100,-60.1467,-62.2245,-43.2885,-51.895,-42.9896,-49.9308,-82.0664,-79.2822,-36.1997,-100,-100,9.52855e-41,-100,-100,-100,-100,-100,-100,-80.1933,-73.5587,-100,-100,1.12009
1.14009,-59.7566,-62.7617,-56.529,-56.9718,-45.137,-44.1996,-82.7242,-74.9139,-89.8984,-100,-60.1467,-62.2245,-43.2885,-51.895,-42.9896,-49.9308,-82.0664,-79.2822,-36.1997,-100,-100,-32.2594,-100,-100,-100,-100,-100,-100,-80.1933,-73.5587,-100,-100,1.14009
1.1601,-59.7566,-62.7617,-56.529,-56.9718,-45.137,-44.1996,-82.7242,-74.9139,-89.8984,-100,-60.1467,-62.2245,-43.2885,-51.895,-42.9896,-49.9308,-82.0664,-79.2822,-36.1997,-100,-100,9.52855e-41,-100,-100,-100,-100,-100,-100,-80.1933,-73.5587,-100,-100,1.1601
1.18008,-59.7566,-62.7617,-56.529,-56.9718,-45.137,-44.1996,-82.7242,-74.9139,-89.8984,-100,-60.1467,-62.2245,-43.2885,-51.895,-42.9896,-49.9308,-82.0664,-79.2822,-36.1997,-100,-100,-32.2594,-100,-100,-100,-100,-100,-100,-80.1933,-73.5587,-100,-100,1.18008
1.20012,-59.7566,-62.7617,-56.529,-56.9718,-45.137,-44.1996,-82.7242,-74.9139,-89.8984,-100,-60.1467,-62.2245,-43.2885,-51.895,-42.9896,-49.9308,-82.0664,-79.2822,-36.1997,-100,-100,-32.2594,-100,-100,-100,-100,-100,-100,-80.1933,-73.5587,-100,-100,1.20012
1.2201,-59.7566,-62.7617,-56.529,-56.9718,-45.137,-44.1996,-82.7242,-74.9139,-89.8984,-100,-60.1467,-62.2245,-43.2885,-51.895,-42.9896,-49.9308,-82.0664,-79.2822,-36.1997,-100,-100,9.52855e-41,-100,-100,-100,-100,-100,-100,-80.1933,-73.5587,-100,-100,1.2201
1.24011,-59.7566,-62.7617,-56.529,-56.9718,-45.137,-44.1996,-82.7242,-74.9139,-89.8984,-100,-60.1467,-62.2245,-43.2885,-51.895,-42.9896,-49.9308,-82.0664,-79.2822,-36.1997,-100,-100,-32.2594,-100,-100,-100,-100,-100,-100,-80.1933,-73.5587,-100,-100,1.24011
1.26009,-59.7566,-62.7617,-56.529,-56.9718,-45.137,-44.1996,-82.7242,-74.9139,-89.8984,-100,-60.1467,-62.2245,-43.2885,-51.895,-42.9896,-49.9308,-82.0664,-79.2822,-36.1997,-100,-100,9.52855e-41,-100,-100,-100,-100,-100,-100,-80.1933,-73.5587,-100,-100,1.26009
1.28008,-59.7566,-62.7617,-56.529,-56.9718,-45.137,-44.1996,-82.7242,-74.9139,-89.8984,-100,-60.1467,-62.2245,-43.2885,-51.895,-42.9896,-49.9308,-82.0664,-79.2822,-36.1997,-100,-100,-32.2594,-100,-100,-100,-100,-100,-100,-80.1933,-73.5587,-100,-100,1.28008
1.30011,-59.7566,-62.7617,-56.529,-56.9718,-45.137,-44.1996,-82.7242,-74.9139,-89.8984,-100,-60.1467,-62.2245,-43.2885,-51.895,-42.9896,-49.9308,-82.0664,-79.2822,-36.1997,-100,-100,9.52855e-41,-100,-100,-100,-100,-100,-100,-80.1933,-73.5587,-100,-100,1.30011
1.32009,-59.7566,-62.7617,-56.529,-56.9718,-45.137,-44.1996,-82.7242,-74.9139,-89.8984,-100,-60.1467,-62.2245,-43.2885,-51.895,-42.9896,-49.9308,-82.0664,-79.2822,-36.1997,-100,-100,9.52855e-41,-100,-100,-100,-100,-100,-100,-80.1933,-73.5587,-100,-100,1.32009
1.34012,-59.7566,-62.7617,-56.529,-56.9718,-45.137,-44.1996,-82.7242,-74.9139,-89.8984,-100,-60.1467,-62.2245,-43.2885,-51.895,-42.9896,-49.9308,-82.0664,-79.2822,-36.1997,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80.1933,-73.5587,-100,-100,1.34012
1.36013,-59.7566,-62.7617,-56.529,-56.9718,-45.137,-44.1996,-82.7242,-74.9139,-89.8984,-100,-60.1467,-62.2245,-43.2885,-51.895,-42.9896,-49.9308,-82.0664,-79.2822,-36.1997,-100,-100,-32.2594,-100,-100,-100,-100,-100,-100,-80.1933,-73.5587,-100,-100,1.36013
1.38012,-59.7566,-62.7617,-56.529,-56.9718,-45.137,-44.1996,-82.7242,-74.9139,-89.8984,-100,-60.1467,-62.2245,-43.2885,-51.895,-42.9896,-49.9308,-82.0664,-79.2822,-36.1997,-100,-100,-32.2594,-100,-100,-100,-100,-100,-100,-80.1933,-73.5587,-100,-100,1.38012
1.4001,-59.7566,-62.7617,-56.529,-56.9718,-45.137,-44.1996,-82.7242,-74.9139,-89.8984,-100,-60.1467,-62.2245,-43.2885,-51.895,-42.9896,-49.9308,-82.0664,-79.2822,-36.1997,-100,-100,-32.2594,-100,-100,-100,-100,-100,-100,-80.1933,-73.5587,-100,-100,1.4001
1.42012,-59.7566,-62.7617,-56.529,-56.9718,-45.137,-44.1996,-82.7242,-74.9139,-89.8984,-100,-60.1467,-62.2245,-43.2885,-51.895,-42.9896,-49.9308,-82.0664,-79.2822,-36.1997,-100,-100,-32.2594,-100,-100,-100,-100,-100,-100,-80.1933,-73.5587,-100,-100,1.42012
1.44027,-59.7566,-62.7617,-56.529,-56.9718,-45.137,-44.1996,-82.7242,-74.9139,-89.8984,-100,-60.1467,-62.2245,-43.2885,-51.895,-42.9896,-49.9308,-82.0664,-79.2822,-36.1997,-100,-100,9.52855e-41,-100,-100,-100,-100,-100,-100,-80.1933,-73.5587,-100,-100,1.44027
1.46011,-59.7566,-62.7617,-56.529,-56.9718,-45.137,-44.1996,-82.7242,-74.9139,-89.8984,-100,-60.1467,-62.2245,-43.2885,-51.895,-42.9896,-49.9308,-82.0664,-79.2822,-36.1997,-100,-100,-32.2594,-100,-100,-100,-100,-100,-100,-80.1933,-73.5587,-100,-100,1.46011
1.48013,-59.7566,-62.7617,-56.529,-56.9718,-45.137,-44.1996,-82.7242,-74.9139,-89.8984,-100,-60.1467,-62.2245,-43.2885,-51.895,-42.9896,-49.9308,-82.0664,-79.2822,-36.1997,-100,-100,-32.2594,-100,-100,-100,-100,-100,-100,-80.1933,-73.5587,-100,-100,1.48013
1.50011,-59.7566,-62.7617,-56.529,-56.9718,-45.137,-44.1996,-82.7242,-74.9139,-89.8984,-100,-60.1467,-62.2245,-43.2885,-51.895,-42.9896,-49.9308,-82.0664,-79.2822,-36.1997,-100,-100,-32.2594,-100,-100,-100,-100,-100,-100,-80.1933,-73.5587,-100,-100,1.50011
1.52009,-59.7566,-62.7617,-56.529,-56.9718,-45.137,-44.1996,-82.7242,-74.9139,-89.8984,-100,-60.1467,-62.2245,-43.2885,-51.895,-42.9896,-49.9308,-82.0664,-79.2822,-36.1997,-100,-100,-32.2594,-100,-100,-100,-100,-100,-100,-80.1933,-73.5587,-100,-100,1.52009
1.54009,-59.7566,-62.7617,-56.529,-56.9718,-45.137,-44.1996,-82.7242,-74.9139,-89.8984,-100,-60.1467,-62.2245,-43.2885,-51.895,-42.9896,-49.9308,-82.0664,-79.2822,-36.1997,-100,-100,-32.2594,-100,-100,-100,-100,-100,-100,-80.1933,-73.5587,-100,-100,1.54009
1.5601,-59.7566,-62.7617,-56.529,-56.9718,-45.137,-44.1996,-82.7242,-74.9139,-89.8984,-100,-60.1467,-62.2245,-43.2885,-51.895,-42.9896,-49.9308,-82.0664,-79.2822,-36.1997,-100,-100,-32.2594,-100,-100,-100,-100,-100,-100,-80.1933,-73.5587,-100,-100,1.5601
1.58009,-59.7566,-62.7617,-56.529,-56.9718,-45.137,-44.1996,-82.7242,-74.9139,-89.8984,-100,-60.1467,-62.2245,-43.2885,-51.895,-42.9896,-49.9308,-82.0664,-79.2822,-36.1997,-100,-100,9.52855e-41,-100,-100,-100,-100,-100,-100,-80.1933,-73.5587,-100,-100,1.58009
1.60009,-59.7566,-62.7617,-56.529,-56.9718,-45.137,-44.1996,-82.7242,-74.9139,-89.8984,-100,-60.1467,-62.2245,-43.2885,-51.895,-42.9896,-49.9308,-82.0664,-79.2822,-36.1997,-100,-100,7.51097e-09,-100,-100,-100,-100,-100,-100,-80.1933,-73.5587,-100,-100,1.60009
1.62008,-59.7566,-62.7617,-56.529,-56.9718,-45.137,-44.1996,-82.7242,-74.9139,-89.8984,-100,-60.1467,-62.2245,-43.2885,-51.895,-42.9896,-49.9308,-82.0664,-79.2822,-36.1997,-100,-100,7.51097e-09,-100,-100,-100,-100,-100,-100,-80.1933,-73.5587,-100,-100,1.62008
1.64022,-59.7566,-62.7617,-56.529,-56.9718,-45.137,-44.1996,-82.7242,-74.9139,-89.8984,-100,-60.1467,-62.2245,-43.2885,-51.895,-42.9896,-49.9308,-82.0664,-79.2822,-36.1997,-100,-100,7.51097e-09,-100,-100,-100,-100,-100,-100,-80.1933,-73.5587,-100,-100,1.64022
1.6601,-59.7566,-62.7617,-56.529,-56.9718,-45.137,-44.1996,-82.7242,-74.9139,-89.8984,-100,-60.1467,-62.2245,-43.2885,-51.895,-42.9896,-49.9308,-82.0664,-79.2822,-36.1997,-100,-100,7.51097e-09,-100,-100,-100,-100,-100,-100,-80.1933,-73.5587,-100,-100,1.6601
1.68009,-59.7566,-62.7617,-56.529,-56.9718,-45.137,-44.1996,-82.7242,-74.9139,-89.8984,-100,-60.1467,-62.2245,-43.2885,-51.895,-42.9896,-49.9308,-82.0664,-79.2822,-36.1997,-100,-100,7.51097e-09,-100,-100,-100,-100,-100,-100,-80.1933,-73.5587,-100,-100,1.68009
